Actual Arrival Date,Actual Arrival Date (Day),Actual Arrival Date (Hour),Actual Arrival Date (Minute),Actual Arrival Date (Month),Actual Arrival Date (Quarter),Actual Arrival Date (Second),Actual Arrival Date (Week),Actual Arrival Date (Year),Actual Arrival Date (Epoch days),Actual Arrival Date (Epoch seconds),Communicating With(Provider ID and Customer ID),Customer ID,Order Stage,Order Type,Ordered Date,Ordered Date (Day),Ordered Date (Hour),Ordered Date (Minute),Ordered Date (Month),Ordered Date (Quarter),Ordered Date (Second),Ordered Date (Week),Ordered Date (Year),Ordered Date (Epoch days),Ordered Date (Epoch seconds),Ordered ID,Ordered Quantity,Product IDs,Product Name,Promised Arrival Date,Promised Arrival Date (Day),Promised Arrival Date (Hour),Promised Arrival Date (Minute),Promised Arrival Date (Month),Promised Arrival Date (Quarter),Promised Arrival Date (Second),Promised Arrival Date (Week),Promised Arrival Date (Year),Promised Arrival Date (Epoch days),Promised Arrival Date (Epoch seconds),Warehouse IDs
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,7/2/2020,02,00,00,07,3,00,27,2020,18445,1593648000,ORD1768,300,PRO1128,Salami�,9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,WSE1001
11/2/2020,02,00,00,11,4,00,44,2020,18568,1604275200,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,8/2/2020,02,00,00,08,3,00,31,2020,18476,1596326400,ORD1769,300,PRO1129,Steak,10/2/2020,02,00,00,10,4,00,40,2020,18537,1601596800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,ORD1770,400,PRO1130,Ribs�,11/2/2020,02,00,00,11,4,00,44,2020,18568,1604275200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,ORD1771,500,PRO1131,Lamb Packaged,12/2/2020,02,00,00,12,4,00,49,2020,18598,1606867200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,ORD1772,400,PRO1132,Turkey Packaged,2/13/2020,13,00,00,02,1,00,07,2020,18305,1581552000,WSE1001
2/15/2020,15,00,00,02,1,00,07,2020,18307,1581724800,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,9/2/2020,02,00,00,09,3,00,36,2020,18507,1599004800,ORD1773,500,PRO1133,Venison Packaged,2/14/2020,14,00,00,02,1,00,07,2020,18306,1581638400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,2/13/2020,13,00,00,02,1,00,07,2020,18305,1581552000,ORD1774,300,PRO1134,Duck Packaged,2/15/2020,15,00,00,02,1,00,07,2020,18307,1581724800,WSE1001
2/17/2020,17,00,00,02,1,00,07,2020,18309,1581897600,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,2/14/2020,14,00,00,02,1,00,07,2020,18306,1581638400,ORD1775,400,PRO1135,Wild Bear Packaged,2/16/2020,16,00,00,02,1,00,07,2020,18308,1581811200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,2/15/2020,15,00,00,02,1,00,07,2020,18307,1581724800,ORD1776,300,PRO1136,Bison Packaged,2/17/2020,17,00,00,02,1,00,07,2020,18309,1581897600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,2/16/2020,16,00,00,02,1,00,07,2020,18308,1581811200,ORD1777,500,PRO1137,Goose Packaged,2/18/2020,18,00,00,02,1,00,07,2020,18310,1581984000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,2/17/2020,17,00,00,02,1,00,07,2020,18309,1581897600,ORD1778,400,PRO1138,Rabbit Packaged,2/19/2020,19,00,00,02,1,00,08,2020,18311,1582070400,WSE1001
2/21/2020,21,00,00,02,1,00,08,2020,18313,1582243200,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,2/18/2020,18,00,00,02,1,00,07,2020,18310,1581984000,ORD1779,500,PRO1139,Pheasant Packaged,2/20/2020,20,00,00,02,1,00,08,2020,18312,1582156800,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,2/19/2020,19,00,00,02,1,00,08,2020,18311,1582070400,ORD1780,300,PRO1140,Brown Ale,2/21/2020,21,00,00,02,1,00,08,2020,18313,1582243200,WSE1001
2/24/2020,24,00,00,02,1,00,08,2020,18316,1582502400,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,2/20/2020,20,00,00,02,1,00,08,2020,18312,1582156800,ORD1781,400,PRO1141,Pale Ale,2/22/2020,22,00,00,02,1,00,08,2020,18314,1582329600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,2/21/2020,21,00,00,02,1,00,08,2020,18313,1582243200,ORD1782,500,PRO1142,India Pale Ale (IPA),2/23/2020,23,00,00,02,1,00,08,2020,18315,1582416000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,2/22/2020,22,00,00,02,1,00,08,2020,18314,1582329600,ORD1783,300,PRO1143,Porter,2/24/2020,24,00,00,02,1,00,08,2020,18316,1582502400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,2/23/2020,23,00,00,02,1,00,08,2020,18315,1582416000,ORD1784,500,PRO1144,Stout,2/25/2020,25,00,00,02,1,00,08,2020,18317,1582588800,WSE1001
2/28/2020,28,00,00,02,1,00,09,2020,18320,1582848000,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,2/24/2020,24,00,00,02,1,00,08,2020,18316,1582502400,ORD1785,400,PRO1145,Belgian Style Beer,2/26/2020,26,00,00,02,1,00,09,2020,18318,1582675200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,2/25/2020,25,00,00,02,1,00,08,2020,18317,1582588800,ORD1786,300,PRO1146,Wheat Beer,2/27/2020,27,00,00,02,1,00,09,2020,18319,1582761600,WSE1001
2/3/2020,03,00,00,02,1,00,05,2020,18295,1580688000,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,2/26/2020,26,00,00,02,1,00,09,2020,18318,1582675200,ORD1787,300,PRO1147,American Sour,2/28/2020,28,00,00,02,1,00,09,2020,18320,1582848000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,2/27/2020,27,00,00,02,1,00,09,2020,18319,1582761600,ORD1788,300,PRO1148,Belgian Fruit Lambic,1/3/2020,03,00,00,01,1,00,01,2020,18264,1578009600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,2/28/2020,28,00,00,02,1,00,09,2020,18320,1582848000,ORD1789,300,PRO1149,Flanders Red Ale,2/3/2020,03,00,00,02,1,00,05,2020,18295,1580688000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,1/3/2020,03,00,00,01,1,00,01,2020,18264,1578009600,ORD1790,400,PRO1150,Belgian Gueuze,3/3/2020,03,00,00,03,1,00,09,2020,18324,1583193600,WSE1001
6/3/2020,03,00,00,06,2,00,23,2020,18416,1591142400,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,2/3/2020,03,00,00,02,1,00,05,2020,18295,1580688000,ORD1791,300,PRO1151,Pale Lagers and Pilsners,4/3/2020,03,00,00,04,2,00,14,2020,18355,1585872000,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Ordered,Delivery,3/3/2020,03,00,00,03,1,00,09,2020,18324,1583193600,ORD1792,500,PRO1152,Dark Lagers,5/3/2020,03,00,00,05,2,00,18,2020,18385,1588464000,WSE1001
8/3/2020,03,00,00,08,3,00,31,2020,18477,1596412800,PROVIDER1022,SERVICEPROVIDER1007,Order Received,Delivery,4/3/2020,03,00,00,04,2,00,14,2020,18355,1585872000,ORD1793,500,PRO1153,German-Style Bocks,6/3/2020,03,00,00,06,2,00,23,2020,18416,1591142400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Picked,Delivery,5/3/2020,03,00,00,05,2,00,18,2020,18385,1588464000,ORD1794,400,PRO1154,Spaghetti�,7/3/2020,03,00,00,07,3,00,27,2020,18446,1593734400,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,6/3/2020,03,00,00,06,2,00,23,2020,18416,1591142400,ORD1795,500,PRO1155,Tagliatelle,8/3/2020,03,00,00,08,3,00,31,2020,18477,1596412800,WSE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1007,Order Shipped,Delivery,7/3/2020,03,00,00,07,3,00,27,2020,18446,1593734400,ORD1796,400,PRO1156,Boccoli,9/3/2020,03,00,00,09,3,00,36,2020,18508,1599091200,WSE1001
12/3/2020,03,00,00,12,4,00,49,2020,18599,1606953600,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,8/3/2020,03,00,00,08,3,00,31,2020,18477,1596412800,ORD1797,300,PRO1157,Anelli,10/3/2020,03,00,00,10,4,00,40,2020,18538,1601683200,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Packaged,Delivery,9/3/2020,03,00,00,09,3,00,36,2020,18508,1599091200,ORD1798,400,PRO1158,Castellane,11/3/2020,03,00,00,11,4,00,44,2020,18569,1604361600,WSE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1007,Order Shipped,Delivery,9/3/2020,03,00,00,09,3,00,36,2020,18508,1599091200,ORD1799,500,PRO1159,Chifferi,12/3/2020,03,00,00,12,4,00,49,2020,18599,1606953600,WSE1001
3/15/2020,15,00,00,03,1,00,11,2020,18336,1584230400,PROVIDER1022,SERVICEPROVIDER1007,Item Delivered,Delivery,9/3/2020,03,00,00,09,3,00,36,2020,18508,1599091200,ORD1800,300,PRO1160,Farfalle,3/13/2020,13,00,00,03,1,00,11,2020,18334,1584057600,WSE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Ordered,Purchase,1/1/2018,01,00,00,01,1,00,01,2018,17532,1514764800,ORD1801,1500,PRO1001,Potatos,3/1/2018,01,00,00,03,1,00,09,2018,17591,1519862400,WWE1001
6/1/2018,01,00,00,06,2,00,22,2018,17683,1527811200,SERVICEPROVIDER1010,PROVIDER1021,Order Received,Purchase,2/1/2018,01,00,00,02,1,00,05,2018,17563,1517443200,ORD1802,1500,PRO1002,Onions,4/1/2018,01,00,00,04,2,00,13,2018,17622,1522540800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Picked,Purchase,3/1/2018,01,00,00,03,1,00,09,2018,17591,1519862400,ORD1803,1000,PRO1003,Tomatos,5/1/2018,01,00,00,05,2,00,18,2018,17652,1525132800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Packaged,Purchase,4/1/2018,01,00,00,04,2,00,13,2018,17622,1522540800,ORD1804,500,PRO1004,Beet Roots,6/1/2018,01,00,00,06,2,00,22,2018,17683,1527811200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Shipped,Purchase,5/1/2018,01,00,00,05,2,00,18,2018,17652,1525132800,ORD1805,1000,PRO1005,Carrots,7/1/2018,01,00,00,07,3,00,26,2018,17713,1530403200,WWE1001
10/1/2018,01,00,00,10,4,00,40,2018,17805,1538352000,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,6/1/2018,01,00,00,06,2,00,22,2018,17683,1527811200,ORD1806,1000,PRO1006,Ferrero Rocher,8/1/2018,01,00,00,08,3,00,31,2018,17744,1533081600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Ordered,Purchase,7/1/2018,01,00,00,07,3,00,26,2018,17713,1530403200,ORD1807,1000,PRO1007,Cadbury Dairy Milk,9/1/2018,01,00,00,09,3,00,35,2018,17775,1535760000,WWE1001
12/1/2018,01,00,00,12,4,00,48,2018,17866,1543622400,SERVICEPROVIDER1010,PROVIDER1022,Order Received,Purchase,8/1/2018,01,00,00,08,3,00,31,2018,17744,1533081600,ORD1808,500,PRO1008,Hershey's,10/1/2018,01,00,00,10,4,00,40,2018,17805,1538352000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Picked,Purchase,9/1/2018,01,00,00,09,3,00,35,2018,17775,1535760000,ORD1809,1000,PRO1009,Skim Milk,11/1/2018,01,00,00,11,4,00,44,2018,17836,1541030400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Packaged,Purchase,10/1/2018,01,00,00,10,4,00,40,2018,17805,1538352000,ORD1810,1000,PRO1010,Lowfat Milk,12/1/2018,01,00,00,12,4,00,48,2018,17866,1543622400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Shipped,Purchase,11/1/2018,01,00,00,11,4,00,44,2018,17836,1541030400,ORD1811,1000,PRO1011,Jellied eels,1/13/2018,13,00,00,01,1,00,02,2018,17544,1515801600,WWE1001
1/16/2018,16,00,00,01,1,00,03,2018,17547,1516060800,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,12/1/2018,01,00,00,12,4,00,48,2018,17866,1543622400,ORD1812,1000,PRO1012,MonkFish,1/14/2018,14,00,00,01,1,00,02,2018,17545,1515888000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Ordered,Purchase,1/13/2018,13,00,00,01,1,00,02,2018,17544,1515801600,ORD1813,1000,PRO1013,Basa,1/15/2018,15,00,00,01,1,00,03,2018,17546,1515974400,WWE1001
1/18/2018,18,00,00,01,1,00,03,2018,17549,1516233600,SERVICEPROVIDER1010,PROVIDER1022,Order Received,Purchase,1/14/2018,14,00,00,01,1,00,02,2018,17545,1515888000,ORD1814,500,PRO1014,Yoplait,1/16/2018,16,00,00,01,1,00,03,2018,17547,1516060800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Picked,Purchase,1/15/2018,15,00,00,01,1,00,03,2018,17546,1515974400,ORD1815,1000,PRO1015,Chobani,1/17/2018,17,00,00,01,1,00,03,2018,17548,1516147200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Packaged,Purchase,1/16/2018,16,00,00,01,1,00,03,2018,17547,1516060800,ORD1816,500,PRO1016,Dannon,1/18/2018,18,00,00,01,1,00,03,2018,17549,1516233600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Shipped,Purchase,1/17/2018,17,00,00,01,1,00,03,2018,17548,1516147200,ORD1817,1000,PRO1017,Apple,1/19/2018,19,00,00,01,1,00,03,2018,17550,1516320000,WWE1001
1/22/2018,22,00,00,01,1,00,04,2018,17553,1516579200,SERVICEPROVIDER1010,PROVIDER1021,Item Delivered,Purchase,1/18/2018,18,00,00,01,1,00,03,2018,17549,1516233600,ORD1818,500,PRO1018,Banana,1/20/2018,20,00,00,01,1,00,03,2018,17551,1516406400,WWE1001
1/23/2018,23,00,00,01,1,00,04,2018,17554,1516665600,SERVICEPROVIDER1010,PROVIDER1021,Order Received,Purchase,1/19/2018,19,00,00,01,1,00,03,2018,17550,1516320000,ORD1819,1500,PRO1019,Mango,1/21/2018,21,00,00,01,1,00,03,2018,17552,1516492800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Picked,Purchase,1/20/2018,20,00,00,01,1,00,03,2018,17551,1516406400,ORD1820,1500,PRO1020,Orange,1/22/2018,22,00,00,01,1,00,04,2018,17553,1516579200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Packaged,Purchase,1/21/2018,21,00,00,01,1,00,03,2018,17552,1516492800,ORD1821,1000,PRO1021,Strawberries,1/23/2018,23,00,00,01,1,00,04,2018,17554,1516665600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Shipped,Purchase,1/22/2018,22,00,00,01,1,00,04,2018,17553,1516579200,ORD1822,1000,PRO1022,Adobe Breads,1/24/2018,24,00,00,01,1,00,04,2018,17555,1516752000,WWE1001
1/27/2018,27,00,00,01,1,00,04,2018,17558,1517011200,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,1/23/2018,23,00,00,01,1,00,04,2018,17554,1516665600,ORD1823,1000,PRO1023,Liberica,1/25/2018,25,00,00,01,1,00,04,2018,17556,1516838400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Ordered,Purchase,1/24/2018,24,00,00,01,1,00,04,2018,17555,1516752000,ORD1824,1000,PRO1024,Excelsa,1/26/2018,26,00,00,01,1,00,04,2018,17557,1516924800,WWE1001
1/29/2018,29,00,00,01,1,00,05,2018,17560,1517184000,SERVICEPROVIDER1010,PROVIDER1022,Order Received,Purchase,1/25/2018,25,00,00,01,1,00,04,2018,17556,1516838400,ORD1825,1000,PRO1025,Bigelow�Tea�Company,1/27/2018,27,00,00,01,1,00,04,2018,17558,1517011200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Picked,Purchase,1/26/2018,26,00,00,01,1,00,04,2018,17557,1516924800,ORD1826,500,PRO1026,Yogi�Tea,1/28/2018,28,00,00,01,1,00,04,2018,17559,1517097600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Packaged,Purchase,1/27/2018,27,00,00,01,1,00,04,2018,17558,1517011200,ORD1827,1000,PRO1027,Chicken Packaged,1/29/2018,29,00,00,01,1,00,05,2018,17560,1517184000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Shipped,Purchase,1/28/2018,28,00,00,01,1,00,04,2018,17559,1517097600,ORD1828,1000,PRO1028,Beef Packaged,1/30/2018,30,00,00,01,1,00,05,2018,17561,1517270400,WWE1001
2/2/2018,02,00,00,02,1,00,05,2018,17564,1517529600,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,1/29/2018,29,00,00,01,1,00,05,2018,17560,1517184000,ORD1829,1000,PRO1029,Pork Packaged,1/31/2018,31,00,00,01,1,00,05,2018,17562,1517356800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Ordered,Purchase,1/30/2018,30,00,00,01,1,00,05,2018,17561,1517270400,ORD1830,500,PRO1030,Philadelphia,1/2/2018,02,00,00,01,1,00,01,2018,17533,1514851200,WWE1001
4/2/2018,02,00,00,04,2,00,14,2018,17623,1522627200,SERVICEPROVIDER1010,PROVIDER1022,Order Received,Purchase,1/31/2018,31,00,00,01,1,00,05,2018,17562,1517356800,ORD1831,1000,PRO1031,American Garden,2/2/2018,02,00,00,02,1,00,05,2018,17564,1517529600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Picked,Purchase,1/2/2018,02,00,00,01,1,00,01,2018,17533,1514851200,ORD1832,500,PRO1032,Chicken's Egg,3/2/2018,02,00,00,03,1,00,09,2018,17592,1519948800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Packaged,Purchase,2/2/2018,02,00,00,02,1,00,05,2018,17564,1517529600,ORD1833,1500,PRO1033,Capcicums,4/2/2018,02,00,00,04,2,00,14,2018,17623,1522627200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Shipped,Purchase,3/2/2018,02,00,00,03,1,00,09,2018,17592,1519948800,ORD1834,500,PRO1034,Milk Mist,5/2/2018,02,00,00,05,2,00,18,2018,17653,1525219200,WWE1001
8/2/2018,02,00,00,08,3,00,31,2018,17745,1533168000,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,4/2/2018,02,00,00,04,2,00,14,2018,17623,1522627200,ORD1835,1500,PRO1035,Nandini,6/2/2018,02,00,00,06,2,00,22,2018,17684,1527897600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Ordered,Purchase,5/2/2018,02,00,00,05,2,00,18,2018,17653,1525219200,ORD1836,500,PRO1036,Pine Apple,7/2/2018,02,00,00,07,3,00,27,2018,17714,1530489600,WWE1001
10/2/2018,02,00,00,10,4,00,40,2018,17806,1538438400,SERVICEPROVIDER1010,PROVIDER1021,Order Received,Purchase,6/2/2018,02,00,00,06,2,00,22,2018,17684,1527897600,ORD1837,1500,PRO1037,Goava,8/2/2018,02,00,00,08,3,00,31,2018,17745,1533168000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Picked,Purchase,7/2/2018,02,00,00,07,3,00,27,2018,17714,1530489600,ORD1838,1000,PRO1038,Anadama Breads,9/2/2018,02,00,00,09,3,00,35,2018,17776,1535846400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Order Packaged,Purchase,8/2/2018,02,00,00,08,3,00,31,2018,17745,1533168000,ORD1839,500,PRO1039,Arabica,10/2/2018,02,00,00,10,4,00,40,2018,17806,1538438400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1021,Order Shipped,Purchase,9/2/2018,02,00,00,09,3,00,35,2018,17776,1535846400,ORD1840,1500,PRO1040,Lettuce Leaf,11/2/2018,02,00,00,11,4,00,44,2018,17837,1541116800,WWE1001
2/14/2018,14,00,00,02,1,00,07,2018,17576,1518566400,SERVICEPROVIDER1010,PROVIDER1022,Item Delivered,Purchase,10/2/2018,02,00,00,10,4,00,40,2018,17806,1538438400,ORD1841,0,PRO1041,Zinfandel,12/2/2018,02,00,00,12,4,00,48,2018,17867,1543708800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1010,PROVIDER1022,Ordered,Purchase,11/2/2018,02,00,00,11,4,00,44,2018,17837,1541116800,ORD1842,0,PRO1042,Syrah,2/13/2018,13,00,00,02,1,00,07,2018,17575,1518480000,WWE1001
2/16/2018,16,00,00,02,1,00,07,2018,17578,1518739200,SERVICEPROVIDER1010,PROVIDER1022,Order Received,Purchase,12/2/2018,02,00,00,12,4,00,48,2018,17867,1543708800,ORD1843,0,PRO1043,Chardonnay,2/14/2018,14,00,00,02,1,00,07,2018,17576,1518566400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Picked,Purchase,2/13/2018,13,00,00,02,1,00,07,2018,17575,1518480000,ORD1844,0,PRO1044,Merlot,2/15/2018,15,00,00,02,1,00,07,2018,17577,1518652800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Packaged,Purchase,2/14/2018,14,00,00,02,1,00,07,2018,17576,1518566400,ORD1845,0,PRO1045,Luzianne�,2/16/2018,16,00,00,02,1,00,07,2018,17578,1518739200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Shipped,Purchase,2/15/2018,15,00,00,02,1,00,07,2018,17577,1518652800,ORD1846,0,PRO1046,Robusta,2/17/2018,17,00,00,02,1,00,07,2018,17579,1518825600,WWE1001
2/20/2018,20,00,00,02,1,00,08,2018,17582,1519084800,SERVICEPROVIDER1018,PROVIDER1022,Item Delivered,Purchase,2/16/2018,16,00,00,02,1,00,07,2018,17578,1518739200,ORD1847,0,PRO1047,Red Diamond,2/18/2018,18,00,00,02,1,00,07,2018,17580,1518912000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Ordered,Purchase,2/17/2018,17,00,00,02,1,00,07,2018,17579,1518825600,ORD1848,0,PRO1048,Boston Brown Breads,2/19/2018,19,00,00,02,1,00,08,2018,17581,1518998400,WWE1001
2/22/2018,22,00,00,02,1,00,08,2018,17584,1519257600,SERVICEPROVIDER1018,PROVIDER1022,Order Received,Purchase,2/18/2018,18,00,00,02,1,00,07,2018,17580,1518912000,ORD1849,0,PRO1049,Cuban Breads,2/20/2018,20,00,00,02,1,00,08,2018,17582,1519084800,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Picked,Purchase,2/19/2018,19,00,00,02,1,00,08,2018,17581,1518998400,ORD1850,0,PRO1050,Grahum Breads,2/21/2018,21,00,00,02,1,00,08,2018,17583,1519171200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Packaged,Purchase,2/20/2018,20,00,00,02,1,00,08,2018,17582,1519084800,ORD1851,1500,PRO1051,Tazo and Teavana,2/22/2018,22,00,00,02,1,00,08,2018,17584,1519257600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Shipped,Purchase,2/21/2018,21,00,00,02,1,00,08,2018,17583,1519171200,ORD1852,1500,PRO1052,CANDLES,2/23/2018,23,00,00,02,1,00,08,2018,17585,1519344000,WWE1001
2/26/2018,26,00,00,02,1,00,09,2018,17588,1519603200,SERVICEPROVIDER1018,PROVIDER1022,Item Delivered,Purchase,2/22/2018,22,00,00,02,1,00,08,2018,17584,1519257600,ORD1853,1500,PRO1053,FILM,2/24/2018,24,00,00,02,1,00,08,2018,17586,1519430400,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Ordered,Purchase,2/23/2018,23,00,00,02,1,00,08,2018,17585,1519344000,ORD1854,1000,PRO1054,ARTWORK,2/25/2018,25,00,00,02,1,00,08,2018,17587,1519516800,WWE1001
2/28/2018,28,00,00,02,1,00,09,2018,17590,1519776000,SERVICEPROVIDER1018,PROVIDER1022,Order Received,Purchase,2/24/2018,24,00,00,02,1,00,08,2018,17586,1519430400,ORD1855,500,PRO1055,PLANTS,2/26/2018,26,00,00,02,1,00,09,2018,17588,1519603200,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Picked,Purchase,2/25/2018,25,00,00,02,1,00,08,2018,17587,1519516800,ORD1856,1000,PRO1056,LIPSTICK,2/27/2018,27,00,00,02,1,00,09,2018,17589,1519689600,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Packaged,Purchase,2/26/2018,26,00,00,02,1,00,09,2018,17588,1519603200,ORD1857,1000,PRO1057,COLOGNE,2/28/2018,28,00,00,02,1,00,09,2018,17590,1519776000,WWE1001
"",,,,,,,,,0,0,SERVICEPROVIDER1018,PROVIDER1022,Order Shipped,Purchase,2/27/2018,27,00,00,02,1,00,09,2018,17589,1519689600,ORD1858,1000,PRO1058,MEDICINE,1/3/2018,03,00,00,01,1,00,01,2018,17534,1514937600,WWE1001
4/3/2018,03,00,00,04,2,00,14,2018,17624,1522713600,SERVICEPROVIDER1018,PROVIDER1022,Item Delivered,Purchase,2/28/2018,28,00,00,02,1,00,09,2018,17590,1519776000,ORD1859,500,PRO1059,Natural peanut butter,2/3/2018,03,00,00,02,1,00,05,2018,17565,1517616000,WWE1001
